Wavelength (nm),Glass_n,Glass_k,ITO_n,ITO_k,PEDOT:PSS_n,PEDOT:PSS_k,PM6L8BO_n,PM6L8BO_k,PDINN_n,PDINN_k,Air_n,Air_k
823,1.5053,0,1.49782,0.01691,1.477279832,0.038491017,2.834873627,0.376391135,1.617851266,0.021182588,1,0
824,1.5053,0,1.49636,0.01701,1.477153782,0.038711356,2.833545284,0.360653585,1.617636101,0.021259922,1,0
825,1.5053,0,1.49491,0.01711,1.477027731,0.038931695,2.832216941,0.344916036,1.617420937,0.021337257,1,0
826,1.5053,0,1.49341,0.01721,1.476901681,0.039152034,2.830888599,0.329178486,1.617205772,0.021414592,1,0
827,1.5053,0,1.49191,0.01731,1.47677563,0.039372373,2.827275683,0.317129658,1.616990171,0.021494402,1,0
828,1.50529,0,1.49047,0.01741,1.47665935,0.039592712,2.820739744,0.309800409,1.616774011,0.021577378,1,0
829,1.50529,0,1.48898,0.01751,1.476557724,0.039813051,2.814203804,0.302471159,1.616557852,0.021660354,1,0
830,1.50529,0,1.48746,0.01761,1.476456098,0.04003339,2.807667865,0.29514191,1.616341692,0.021743331,1,0
831,1.50529,0,1.48601,0.01771,1.476354472,0.040253729,2.801131926,0.287812661,1.616125533,0.021826307,1,0
832,1.50529,0,1.48454,0.01782,1.476252846,0.040470706,2.794595986,0.280483411,1.615909373,0.021909283,1,0
833,1.50529,0,1.48303,0.01792,1.47615122,0.040674235,2.788060047,0.273154162,1.615693214,0.02199226,1,0
834,1.50528,0,1.48151,0.01802,1.476049593,0.040877765,2.781524107,0.265824912,1.615477054,0.022075236,1,0
835,1.50528,0,1.48,0.01813,1.475947967,0.041081294,2.774988168,0.258495663,1.615260895,0.022158212,1,0
836,1.50528,0,1.47849,0.01823,1.475846341,0.041284824,2.768452228,0.251166413,1.615044735,0.022241189,1,0
837,1.50528,0,1.47697,0.01834,1.475744715,0.041488353,2.761916289,0.243837164,1.614828576,0.022324165,1,0
838,1.50528,0,1.47545,0.01844,1.475643089,0.041691882,2.755380349,0.236507915,1.614612416,0.022407141,1,0
839,1.50527,0,1.47395,0.01855,1.475541463,0.041895412,2.74884441,0.229178665,1.614396257,0.022490118,1,0
840,1.50527,0,1.47243,0.01866,1.475439837,0.042098941,2.74230847,0.221849416,1.614180097,0.022573094,1,0
841,1.50527,0,1.47091,0.01877,1.475338211,0.042302471,2.735772531,0.214520166,1.613963938,0.022656071,1,0
842,1.50527,0,1.4694,0.01888,1.475236585,0.042506,2.729236592,0.207190917,1.613747778,0.022739047,1,0
843,1.50527,0,1.46789,0.01898,1.475134959,0.042709529,2.722700652,0.199861667,1.613531619,0.022822023,1,0
844,1.50527,0,1.46638,0.01909,1.475033333,0.042913059,2.716164713,0.192532418,1.613315459,0.022905,1,0
845,1.50526,0,1.46482,0.01921,1.474931707,0.043116588,2.709628773,0.185203169,1.6130993,0.022987976,1,0
846,1.50526,0,1.46325,0.01932,1.474830081,0.043320118,2.703092834,0.177873919,1.61288314,0.023070952,1,0
847,1.50526,0,1.46174,0.01943,1.474728455,0.043523647,2.696556894,0.17054467,1.612666981,0.023153929,1,0
848,1.50526,0,1.46023,0.01954,1.474626829,0.043727176,2.690020955,0.16321542,1.612450821,0.023236905,1,0
849,1.50526,0,1.45871,0.01965,1.474525203,0.043933957,2.683485015,0.155886171,1.612234662,0.023319881,1,0
850,1.50525,0,1.45714,0.01977,1.474423577,0.044153743,2.676949076,0.148556922,1.612018502,0.023402858,1,0
851,1.50525,0,1.45556,0.01988,1.474321951,0.044373529,2.670413136,0.141227672,1.611802343,0.023485834,1,0
852,1.50525,0,1.45398,0.02,1.474220325,0.044593316,2.663877197,0.133898423,1.611586183,0.02356881,1,0
853,1.50525,0,1.45245,0.02012,1.474115152,0.044813102,2.657341257,0.126569173,1.611370024,0.023651787,1,0
854,1.50525,0,1.45093,0.02023,1.474009091,0.045032888,2.650805318,0.119239924,1.611153864,0.023734763,1,0
855,1.50525,0,1.44935,0.02035,1.47390303,0.045252674,2.644269379,0.111910674,1.610937705,0.023817739,1,0
856,1.50524,0,1.44777,0.02047,1.47379697,0.04547246,2.638902257,0.109026384,1.61072075,0.023906576,1,0
857,1.50524,0,1.4462,0.02059,1.473690909,0.045692246,2.633614256,0.106442979,1.610503742,0.023995809,1,0
858,1.50524,0,1.44461,0.02071,1.473584848,0.045912032,2.628326254,0.103859575,1.610286733,0.024085042,1,0
859,1.50524,0,1.44304,0.02083,1.473478788,0.046131818,2.623038252,0.101276171,1.610069725,0.024174275,1,0
860,1.50524,0,1.44146,0.02095,1.473372727,0.046351604,2.61775025,0.098692766,1.609852717,0.024263508,1,0
861,1.50523,0,1.43989,0.02107,1.473266667,0.04657139,2.612462248,0.096109362,1.609635708,0.024352741,1,0
862,1.50523,0,1.43831,0.02119,1.473160606,0.046791176,2.607174246,0.093525958,1.6094187,0.024441974,1,0
863,1.50523,0,1.43674,0.02131,1.473054545,0.047010963,2.601886245,0.090942554,1.609201692,0.024531207,1,0
864,1.50523,0,1.43511,0.02144,1.472948485,0.047230749,2.596598243,0.088359149,1.608984683,0.02462044,1,0
865,1.50523,0,1.43347,0.02156,1.472842424,0.047450535,2.591310241,0.085775745,1.608767675,0.024709673,1,0
866,1.50523,0,1.43189,0.02169,1.472736364,0.047670321,2.586022239,0.083192341,1.608550667,0.024798907,1,0
867,1.50522,0,1.43029,0.02181,1.472630303,0.047890107,2.580734237,0.080608936,1.608333659,0.02488814,1,0
868,1.50522,0,1.42865,0.02194,1.472524242,0.048112069,2.575446235,0.078025532,1.60811665,0.024977373,1,0
869,1.50522,0,1.42706,0.02207,1.472418182,0.048336207,2.570158234,0.075442128,1.607899642,0.025066606,1,0
870,1.50522,0,1.42546,0.0222,1.472312121,0.048560345,2.564870232,0.072858724,1.607682634,0.025155839,1,0
871,1.50522,0,1.42382,0.02233,1.472206061,0.048784483,2.55958223,0.070275319,1.607465625,0.025245072,1,0
872,1.50521,0,1.42223,0.02246,1.4721,0.049008621,2.554294228,0.067691915,1.607248617,0.025334305,1,0
873,1.50521,0,1.42064,0.02259,1.471993939,0.049232759,2.549006226,0.065108511,1.607031609,0.025423538,1,0
874,1.50521,0,1.41899,0.02272,1.471887879,0.049456897,2.543718224,0.062525106,1.6068146,0.025512771,1,0
875,1.50521,0,1.41735,0.02285,1.471781818,0.049681034,2.538430223,0.059941702,1.606597592,0.025602004,1,0
876,1.50521,0,1.41572,0.02299,1.471675758,0.049905172,2.533142221,0.057358298,1.606380584,0.025691237,1,0
877,1.50521,0,1.41407,0.02312,1.471569697,0.05012931,2.527854219,0.054774894,1.606163575,0.025780471,1,0
878,1.5052,0,1.41243,0.02325,1.471463636,0.050353448,2.522566217,0.052191489,1.605946567,0.025869704,1,0
879,1.5052,0,1.41079,0.02339,1.471360976,0.050577586,2.517278215,0.049608085,1.605729559,0.025958937,1,0
880,1.5052,0,1.40915,0.02353,1.471263415,0.050801724,2.511990213,0.047024681,1.60551255,0.02604817,1,0
881,1.5052,0,1.40749,0.02366,1.471165854,0.051025862,2.506702212,0.044441276,1.605295542,0.026137403,1,0
882,1.5052,0,1.40578,0.0238,1.471068293,0.05125,2.50141421,0.041857872,1.605078534,0.026226636,1,0
883,1.5052,0,1.40412,0.02394,1.470970732,0.051524576,2.496126208,0.039274468,1.604861525,0.026315869,1,0
884,1.50519,0,1.40247,0.02408,1.470873171,0.051799153,2.490838206,0.036691064,1.604644517,0.026405102,1,0
885,1.50519,0,1.40084,0.02422,1.47077561,0.052073729,2.485550204,0.034107659,1.604427509,0.026494335,1,0
886,1.50519,0,1.39916,0.02436,1.470678049,0.052348305,2.480932051,0.032232556,1.604210317,0.026586353,1,0
887,1.50519,0,1.39745,0.02451,1.470580488,0.052622881,2.477324551,0.031426123,1.603992847,0.026682573,1,0
888,1.50519,0,1.39575,0.02465,1.470482927,0.052897458,2.473717051,0.03061969,1.603775378,0.026778792,1,0
889,1.50518,0,1.39406,0.02479,1.470385366,0.053172034,2.470109551,0.029813257,1.603557908,0.026875012,1,0
890,1.50518,0,1.39243,0.02494,1.470287805,0.05344661,2.466502051,0.029006824,1.603340439,0.026971231,1,0
891,1.50518,0,1.39074,0.02508,1.470190244,0.053721186,2.462894551,0.028200391,1.603122969,0.027067451,1,0
892,1.50518,0,1.38903,0.02523,1.470092683,0.053995763,2.459287051,0.027393958,1.6029055,0.02716367,1,0
893,1.50518,0,1.38731,0.02538,1.469995122,0.054270339,2.455679551,0.026587525,1.60268803,0.02725989,1,0
894,1.50518,0,1.38561,0.02553,1.469897561,0.054540759,2.452072051,0.025781092,1.602470561,0.027356109,1,0
895,1.50517,0,1.38392,0.02568,1.4698,0.054794552,2.448464551,0.024974659,1.602253091,0.027452329,1,0
896,1.50517,0,1.38221,0.02583,1.469702439,0.055048345,2.444857051,0.024168227,1.602035622,0.027548548,1,0
897,1.50517,0,1.3805,0.02598,1.469604878,0.055302138,2.441249551,0.023361794,1.601818152,0.027644768,1,0
898,1.50517,0,1.3788,0.02613,1.469507317,0.055555931,2.437642051,0.022555361,1.601600683,0.027740987,1,0
899,1.50517,0,1.37708,0.02629,1.469409756,0.055809724,2.434034551,0.021748928,1.601383213,0.027837207,1,0
900,1.50516,0,1.37536,0.02644,1.469312195,0.056063517,2.430427051,0.020942495,1.601165743,0.027933426,1,0
901,1.50516,0,1.37359,0.0266,1.469214634,0.05631731,2.426819551,0.020136062,1.600948274,0.028029646,1,0
902,1.50516,0,1.37187,0.02675,1.469117073,0.056571103,2.423212051,0.019329629,1.600730804,0.028125865,1,0
903,1.50516,0,1.37016,0.02691,1.469019512,0.056824897,2.419604551,0.018523196,1.600513335,0.028222085,1,0
904,1.50516,0,1.36839,0.02707,1.468938211,0.05707869,2.415997051,0.017716763,1.600295865,0.028318304,1,0
905,1.50516,0,1.36665,0.02723,1.468860976,0.057332483,2.412389551,0.01691033,1.600078396,0.028414524,1,0
906,1.50515,0,1.36494,0.02739,1.46878374,0.057586276,2.408782051,0.016103897,1.599860926,0.028510743,1,0
907,1.50515,0,1.36317,0.02755,1.468706504,0.057840069,2.405174551,0.015297464,1.599643457,0.028606963,1,0
908,1.50515,0,1.3614,0.02771,1.468629268,0.058093862,2.401567051,0.014491031,1.599425987,0.028703182,1,0
909,1.50515,0,1.35962,0.02788,1.468552033,0.058370221,2.397959551,0.013684599,1.599208518,0.028799402,1,0
910,1.50515,0,1.35786,0.02804,1.468474797,0.05865625,2.394352051,0.012878166,1.598991048,0.028895621,1,0
911,1.50515,0,1.35609,0.0282,1.468397561,0.058942279,2.390744551,0.012071733,1.598773579,0.028991841,1,0
912,1.50514,0,1.35432,0.02837,1.468320325,0.059228309,2.387137051,0.0112653,1.598556109,0.02908806,1,0
913,1.50514,0,1.35255,0.02854,1.468243089,0.059514338,2.383529551,0.010458867,1.59833864,0.02918428,1,0
914,1.50514,0,1.35078,0.02871,1.468165854,0.059800368,2.379922051,0.009652434,1.59812117,0.029280499,1,0
915,1.50514,0,1.34901,0.02888,1.468088618,0.060086397,2.376314551,0.008846001,1.597903701,0.029376719,1,0
916,1.50514,0,1.34721,0.02905,1.468011382,0.060372426,2.372707051,0.008039568,1.597686231,0.029472938,1,0
917,1.50514,0,1.34538,0.02922,1.467934146,0.060658456,2.369099551,0.007233135,1.597468762,0.029569158,1,0
918,1.50513,0,1.3436,0.02939,1.467856911,0.060944485,2.365492051,0.006426702,1.597251292,0.029665377,1,0
919,1.50513,0,1.3418,0.02957,1.467779675,0.061230515,2.362579291,0.006000305,1.597033852,0.029766295,1,0
920,1.50513,0,1.33997,0.02974,1.467702439,0.061516544,2.360132401,0.005828746,1.596816431,0.029870362,1,0
921,1.50513,0,1.33818,0.02992,1.467625203,0.061802574,2.357685511,0.005657188,1.59659901,0.02997443,1,0
922,1.50513,0,1.3364,0.0301,1.467547967,0.062085528,2.35523862,0.005485629,1.596381589,0.030078498,1,0
923,1.50513,0,1.33457,0.03028,1.467470732,0.062340807,2.35279173,0.00531407,1.596164169,0.030182565,1,0
924,1.50512,0,1.33273,0.03046,1.467393496,0.062596087,2.350344839,0.005142512,1.595946748,0.030286633,1,0
925,1.50512,0,1.33089,0.03064,1.46731626,0.062851366,2.347897949,0.004970953,1.595729327,0.0303907,1,0
926,1.50512,0,1.32906,0.03082,1.467239024,0.063106646,2.345451058,0.004799395,1.595511906,0.030494768,1,0
927,1.50512,0,1.32724,0.031,1.467161789,0.063361925,2.343004168,0.004627836,1.595294485,0.030598836,1,0
928,1.50512,0,1.3254,0.03118,1.46709434,0.063617205,2.340557278,0.004456277,1.595077064,0.030702903,1,0
929,1.50511,0,1.32357,0.03137,1.467066038,0.063872484,2.338110387,0.004284719,1.594859643,0.030806971,1,0
930,1.50511,0,1.32173,0.03156,1.467037736,0.064127764,2.335663497,0.00411316,1.594642223,0.030911038,1,0
931,1.50511,0,1.3199,0.03175,1.467009434,0.064383043,2.333216606,0.003941601,1.594424802,0.031015106,1,0
932,1.50511,0,1.31802,0.03193,1.466981132,0.064638323,2.330769716,0.003770043,1.594207381,0.031119173,1,0
933,1.50511,0,1.31613,0.03212,1.46695283,0.064893602,2.328322825,0.003598484,1.59398996,0.031223241,1,0
934,1.50511,0,1.31429,0.03232,1.466924528,0.065148882,2.325875935,0.003426925,1.593772539,0.031327309,1,0
935,1.5051,0,1.31242,0.03251,1.466896226,0.065404161,2.323429045,0.003255367,1.593555118,0.031431376,1,0
936,1.5051,0,1.31052,0.0327,1.466867925,0.065659441,2.320982154,0.003083808,1.593337698,0.031535444,1,0
937,1.5051,0,1.30869,0.0329,1.466839623,0.06591472,2.318535264,0.00291225,1.593120277,0.031639511,1,0
938,1.5051,0,1.30684,0.0331,1.466811321,0.06617,2.316088373,0.002740691,1.592902856,0.031743579,1,0
939,1.5051,0,1.30493,0.03329,1.466783019,0.066493622,2.313641483,0.002569132,1.592685435,0.031847646,1,0
940,1.5051,0,1.30303,0.03349,1.466754717,0.066817244,2.311194592,0.002397574,1.592468014,0.031951714,1,0
941,1.50509,0,1.30114,0.03369,1.466726415,0.067140866,2.308747702,0.002226015,1.592250593,0.032055782,1,0
942,1.50509,0,1.29922,0.0339,1.466698113,0.067464488,2.306300812,0.002054456,1.592033172,0.032159849,1,0
943,1.50509,0,1.29731,0.0341,1.466669811,0.06778811,2.303853921,0.001882898,1.591815752,0.032263917,1,0
944,1.50509,0,1.29541,0.03431,1.466641509,0.068111732,2.301407031,0.001711339,1.591598331,0.032367984,1,0
945,1.50509,0,1.29346,0.03451,1.466613208,0.068435354,2.29896014,0.00153978,1.59138091,0.032472052,1,0
946,1.50509,0,1.29152,0.03472,1.466584906,0.068758976,2.29651325,0.001368222,1.591163489,0.03257612,1,0
947,1.50508,0,1.28963,0.03493,1.466556604,0.069082598,2.294066359,0.001196663,1.590946068,0.032680187,1,0
948,1.50508,0,1.28773,0.03514,1.466528302,0.06940622,2.291619469,0.001025105,1.590728647,0.032784255,1,0
949,1.50508,0,1.28581,0.03535,1.4665,0.069729843,2.289172579,8.54E-04,1.590511227,0.032888322,1,0
950,1.50508,0,1.28385,0.03556,1.466471831,0.070053465,2.286725688,6.82E-04,1.590293806,0.03299239,1,0
951,1.50508,0,1.28189,0.03578,1.466443662,0.070375294,2.284278798,5.10E-04,1.590076385,0.033096457,1,0
952,1.50507,0,1.27993,0.03599,1.466415493,0.070692941,2.281831907,3.39E-04,1.589858964,0.033200525,1,0
953,1.50507,0,1.27796,0.03621,1.466387324,0.071010588,2.279385017,1.67E-04,1.589641543,0.033304593,1,0
954,1.50507,0,1.276,0.03643,1.466359155,0.071328235,2.277143041,4.27E-05,1.58942437,0.033411093,1,0
955,1.50507,0,1.27404,0.03665,1.466330986,0.071645882,2.275440214,4.16E-05,1.58920785,0.033523992,1,0
956,1.50507,0,1.27207,0.03687,1.466302817,0.071963529,2.273737386,4.04E-05,1.58899133,0.033636892,1,0
957,1.50507,0,1.2701,0.0371,1.466274648,0.072281176,2.272034558,3.93E-05,1.58877481,0.033749792,1,0
958,1.50506,0,1.26813,0.03732,1.466246479,0.072598824,2.270331731,3.82E-05,1.58855829,0.033862691,1,0
959,1.50506,0,1.26616,0.03755,1.46621831,0.072916471,2.268628903,3.71E-05,1.58834177,0.033975591,1,0
960,1.50506,0,1.26419,0.03778,1.466190141,0.073234118,2.266926076,3.59E-05,1.58812525,0.034088491,1,0
961,1.50506,0,1.26217,0.03801,1.466161972,0.073550221,2.265223248,3.48E-05,1.58790873,0.034201391,1,0
962,1.50506,0,1.26018,0.03824,1.466133803,0.073852426,2.26352042,3.37E-05,1.58769221,0.03431429,1,0
963,1.50506,0,1.25821,0.03847,1.466105634,0.074154632,2.261817593,3.25E-05,1.58747569,0.03442719,1,0
964,1.50505,0,1.25619,0.0387,1.466077465,0.074456838,2.260114765,3.14E-05,1.58725917,0.03454009,1,0
965,1.50505,0,1.25416,0.03894,1.466049296,0.074759044,2.258411938,3.03E-05,1.58704265,0.034652989,1,0
966,1.50505,0,1.25212,0.03918,1.466021127,0.07506125,2.25670911,2.92E-05,1.58682613,0.034765889,1,0
967,1.50505,0,1.2501,0.03942,1.465992958,0.075363456,2.255006282,2.80E-05,1.58660961,0.034878789,1,0
968,1.50505,0,1.24808,0.03966,1.465964789,0.075665662,2.253303455,2.69E-05,1.58639309,0.034991689,1,0
969,1.50505,0,1.24605,0.0399,1.46593662,0.075967868,2.251600627,2.58E-05,1.58617657,0.035104588,1,0
970,1.50504,0,1.24403,0.04014,1.465908451,0.076270074,2.2498978,2.47E-05,1.58596005,0.035217488,1,0
971,1.50504,0,1.242,0.04039,1.465906604,0.076572279,2.248194972,2.35E-05,1.58574353,0.035330388,1,0
972,1.50504,0,1.23996,0.04064,1.465916038,0.076874485,2.246492144,2.24E-05,1.58552701,0.035443287,1,0
973,1.50504,0,1.23789,0.04089,1.465925472,0.077176691,2.244789317,2.13E-05,1.58531049,0.035556187,1,0
974,1.50504,0,1.2358,0.04114,1.465934906,0.077478897,2.243086489,2.01E-05,1.58509397,0.035669087,1,0
975,1.50503,0,1.23377,0.04139,1.46594434,0.077781103,2.241383662,1.90E-05,1.58487745,0.035781987,1,0
976,1.50503,0,1.23172,0.04165,1.465953774,0.078083309,2.239680834,1.79E-05,1.58466093,0.035894886,1,0
977,1.50503,0,1.22964,0.0419,1.465963208,0.078385515,2.237978006,1.68E-05,1.58444441,0.036007786,1,0
978,1.50503,0,1.22754,0.04216,1.465972642,0.078687721,2.236275179,1.56E-05,1.58422789,0.036120686,1,0
979,1.50503,0,1.22543,0.04242,1.465982075,0.078989926,2.234572351,1.45E-05,1.58401137,0.036233585,1,0
980,1.50503,0,1.22334,0.04268,1.465991509,0.079292132,2.232869524,1.34E-05,1.58379485,0.036346485,1,0
981,1.50502,0,1.22126,0.04295,1.466000943,0.079594338,2.231166696,1.23E-05,1.58357833,0.036459385,1,0
982,1.50502,0,1.21917,0.04321,1.466010377,0.079896544,2.229463868,1.11E-05,1.58336181,0.036572285,1,0
983,1.50502,0,1.21707,0.04348,1.466019811,0.08019875,2.227761041,1.00E-05,1.58314529,0.036685184,1,0
984,1.50502,0,1.21498,0.04375,1.466029245,0.080500956,2.226058213,8.87E-06,1.58292877,0.036798084,1,0
985,1.50502,0,1.21289,0.04402,1.466038679,0.080803162,2.224355386,7.75E-06,1.58271225,0.036910984,1,0
986,1.50502,0,1.21072,0.0443,1.466048113,0.081105368,2.222652558,6.62E-06,1.58249573,0.037023884,1,0
987,1.50501,0,1.20858,0.04457,1.466057547,0.081407574,2.22094973,5.49E-06,1.58227921,0.037136783,1,0
988,1.50501,0,1.2065,0.04485,1.466066981,0.081709779,2.219246903,4.37E-06,1.58206269,0.037249683,1,0
989,1.50501,0,1.20435,0.04513,1.466076415,0.082055405,2.217544075,3.24E-06,1.58184617,0.037362583,1,0
990,1.50501,0,1.2022,0.04541,1.466085849,0.082405856,2.215841248,2.11E-06,1.58162965,0.037475482,1,0
991,1.50501,0,1.20004,0.04569,1.466095283,0.082756306,2.21413842,9.85E-07,1.58141313,0.037588382,1,0
992,1.50501,0,1.19788,0.04598,1.466105348,0.083106757,2.212435592,-1.43E-07,1.58119661,0.037701282,1,0
993,1.505,0,1.19573,0.04626,1.466116043,0.083457207,2.210732765,-1.27E-06,1.58098009,0.037814182,1,0
994,1.505,0,1.19356,0.04655,1.466126738,0.083807658,2.209029937,-2.40E-06,1.58076357,0.037927081,1,0
995,1.505,0,1.19137,0.04685,1.466137433,0.084158108,2.207327109,-3.52E-06,1.58054705,0.038039981,1,0
996,1.505,0,1.18916,0.04714,1.466148128,0.084508559,2.205624282,-4.65E-06,1.58033053,0.038152881,1,0
997,1.505,0,1.187,0.04743,1.466158824,0.084859009,2.203921454,-5.78E-06,1.58011401,0.03826578,1,0
998,1.505,0,1.18482,0.04773,1.466169519,0.085209459,2.202218627,-6.91E-06,1.57989749,0.03837868,1,0
999,1.505,0,1.18259,0.04803,1.466180214,0.08555991,2.200515799,-8.03E-06,1.57968097,0.03849158,1,0
1000,1.505,0,1.18024,0.04839,1.466190909,0.085880526,2.198812971,-9.16E-06,1.57946445,0.03860448,1,0
